,name,industry_label_list,revenue,netIncome,equity,numEmployees,locationCity_list,stockSymbol,tradedAs_list,ceo_name_list,foundingDate,founded_list,revenue_usd
5975,Veolia Water,"Sewage treatment,Water supply,Water treatment",12500000000.0,,,95789,,,,,,,12528750000.0
5976,Vaalco Energy,Petroleum industry,67000000.0,,,102,,,,,,,67000000.0
5977,Unionbank (Philippines),Financial services,38580000000.0,,,3525,,,,,,,661083103.9611577
5978,VF Corporation,"Clothing,Fashion accessory",13800000000.0,,,50000,,,,,,,13800000000.0
5979,Van Lanschot Kempen,"Bank,Financial services",434000000.0,,,1564,,,,,,,434998200.0
5980,"Valhi, Inc.",Holding company,1878000000.0,,,2784,,,,,,,1878000000.0
5981,Umicore,"Metal,Mining",11900000000.0,,,10224,,,,,,,11927370000.0
5982,United Airlines Holdings,Aviation,43259000000.0,,,93000,,,,,,,43259000000.0
5983,United Therapeutics,Biotechnology,1400000000.0,,,950,,,,,,,1400000000.0
5984,Valid S.A.,Technology,2000000000.0,,,6000,,,,,,,2000000000.0
5985,Veramark Technologies,Expense management,13165000.0,,,95,,,,,,,13165000.0
5986,Hilcona,Food processing,500000000.0,,,2000,,,,,,,505344358.1728345
5987,Masergy Communications,Software,300000000.0,,,700,,,,,,,300000000.0
5988,CBRE Group,Real estate,23826000000.0,,,100000,,,,,,,23826000000.0
5989,CCH Canadian,Publishing,4600000000.0,,,19200,,,,,,,4610580000.0
5990,CMS Energy,Energy,6680000000.0,,,8148,,,,,,,6680000000.0
5991,CPFL Energia,Electricity,8000000000.0,,,7924,,,,,,,8000000000.0
5992,Butlin's,Leisure,184.6,,,3571,,,,,,,213.64684826160757
5993,C&A,Retail,8100000000.0,,,50000,,,,,,,8100000000.0
5994,CNA Financial,Insurance,9366000000.0,,,6700,,,,,,,9366000000.0
5995,Broadridge Financial Solutions,Financial technology,4993000000.0,,,10000,,,,,,,4993000000.0
5996,Bulgarian Postbank,Financial services,305240000.0,,,3000,,,,,,,305942052.0
5997,CK Hutchison Holdings,Conglomerate (company),51800000000.0,,,270000,,,,,,,51800000000.0
5998,COFCO Group,Food processing,72149.0,,,110896,,,,,,,72149.0
5999,Budweiser Budvar Brewery,"Alcoholic drink,Brewing",2470.0,,,653,,,,,,,100.90405543101691
6000,CANDU Owners Group,Nuclear power,74440000.0,,,55,,,,,,,54990574.882075466
6001,CAPREIT,Real estate investment trust,778.0,,,28500,,,,,,,778.0
6002,Caleres,"Retail,Wholesaling",2577000000.0,,,13400,,,,,,,2577000000.0
6003,Celesc,Electricity,2200000000.0,,,3300,,,,,,,2200000000.0
6004,Cencosud,Retail,14000000000.0,,,126530,,,,,,,14000000000.0
6005,Cardinal Health,Health care,162470000000.0,,,48000,,,,,,,162470000000.0
6006,Carnival Corporation & plc,"Hospitality,Tourism",1908000000.0,,,150000,,,,,,,1908000000.0
6007,Carter Holt Harvey,"Building material,Wood",2000000000.0,,,5000,,,,,,,2000000000.0
6008,Catamaran Corporation,"Health informatics,Pharmacy benefit management",14780.094,,,1433,,,,,,,14780.094
6009,Cadence Bank,Bank,542540000.0,,,1818,,,,,,,542540000.0
6010,Canfor,Forest product,5454000000.0,,,7111,,,,,,,4028997788.915094
6011,Centrotherm Photovoltaics,Photovoltaics,69180000.0,,,817,,,,,,,69339114.0
6012,Civeo Corporation,List of oil exploration and production companies,530000000.0,,,4000,,,,,,,530000000.0
6013,Clas Ohlson,Retail,8211.0,,,5000,,,,,,,
6014,Cleveland-Cliffs,"Direct reduced iron,Iron ore,Steel",20400000000.0,,,25000,,,,,,,20400000000.0
6015,Class Editori,Mass media,64720000.0,,,340,,,,,,,64868856.0
6016,Comgás,Petroleum industry,1700000000.0,,,2500,,,,,,,1700000000.0
6017,Cielo S.A.,Financial services,3000000000.0,,,1174,,,,,,,3000000000.0
6018,Cintas,Tertiary sector of the economy,4476000000.0,,,40000,,,,,,,4476000000.0
6019,Citigroup,Financial services,74300000000.0,,,210000,,,,,,,74300000000.0
6020,Citizens Financial Group,Bank,6128000000.0,,,18100,,,,,,,6128000000.0
6021,Co-operative Bank of Kenya,Financial services,100000000.0,,,4000,,,,,,,
6022,Constant Contact,Online advertising,331700000.0,,,1235,,,,,,,331700000.0
6023,Ciena,Telecommunications,3532000000.0,,,7000,,,,,,,3532000000.0
6024,Cincinnati Bell,Telecommunications,1599000000.0,,,4300,,,,,,,1599000000.0
6025,Compañía Minera Milpo,Mining,661400000.0,,,3350,,,,,,,661400000.0
6026,Cosan,"Energy industry,Sugar industry",2607000000.0,,,45000,,,,,,,2607000000.0
6027,Dachser,Logistics,5570000000.0,,,30609,,,,,,,5582811000.0
6028,DSP Group,"Communications system,Telecommunications,Voice over IP",225480000.0,,,409,,,,,,,225480000.0
6029,CoreSite,Real estate investment trust,572000000.0,,,464,,,,,,,572000000.0
6030,Crestron Electronics,Audiovisual,2000000000.0,,,5000,,,,,,,2000000000.0
6031,DASHED,Online food ordering,7.5,,,122,,,,,,,7.5
6032,DSM (company),Chemical industry,8632000000.0,,,21054,,,,,,,8651853600.0
6033,Dangote Group,Conglomerate (company),4100000000.0,,,30000,,,,,,,4100000000.0
6034,Danisco,"Agriculture,Chemical substance",13710000000.0,,,6880,,,,,,,1847452037.48269
6035,Danske Bank (Norway),Financial services,1970.0,,,1000,,,,,,,190.94567151477642
6036,Altice Portugal,Telecommunications,2718000000.0,,,10701,,,,,,,2724251400.0
6037,Janus Henderson,Investment management,2192.0,,,2335,,,,,,,2192.0
6038,Jerónimo Martins,Retail,18638000000.0,,,115428,,,,,,,18680867400.0
6039,King Soopers,"Grocery store,Retail",4000000000.0,,,20000,,,,,,,4000000000.0
6040,Jefferies Financial Group,Conglomerate (company),8185000000.0,,,4100,,,,,,,8185000000.0
6041,Jinjiang International,"Hospitality,Tourism",8680000000.0,,,100000,,,,,,,8680000000.0
6042,Kinder Morgan,Petroleum industry,11700000000.0,,,11012,,,,,,,11700000000.0
6043,Krušik Valjevo,Arms industry,94810000.0,,,3025,,,,,,,95028063.0
6044,Jive Software,Collaborative software,195800000.0,,,658,,,,,,,195800000.0
6045,Jastrzębska Spółka Węglowa,Mining,1780000000.0,,,22300,,,,,,,1780000000.0
6046,Kongsberg Satellite Services,Space industry,236.0,,,270,,,,,,,22.87470988704936
6047,Kyrö Distillery Company,Liquor,4.0,,,29,,,,,,,4.0092
6048,La Rinascente,Retail,545900000.0,,,1700,,,,,,,547155570.0
6049,LSC Communications,Printing,3326000000.0,,,20000,,,,,,,3326000000.0
6050,LATAM Airlines Group,Aviation,9895000000.0,,,43000,,,,,,,9895000000.0
6051,Tesco Corporation,Petroleum reservoir,134000000.0,,,1215,,,,,,,134000000.0
6052,The Hertz Corporation,"Car rental,Lease",5258000000.0,,,24000,,,,,,,5258000000.0
6053,WinCo Foods,Retail,7200000000.0,,,20000,,,,,,,7200000000.0
6054,Willmott Dixon,Construction,1323.0,,,3024,,,,,,,1531.1743242150965
6055,YKK,Manufacturing,6100000000.0,,,42154,,,,,,,6100000000.0
6056,The Aerospace Corporation,Aerospace,970000000.0,,,3600,,,,,,,970000000.0
6057,Wüsthof,Kitchenware,56000000.0,,,480,,,,,,,56128800.0
6058,PIN Group,"Courier,Mail",275000000.0,,,9000,,,,,,,275632500.0
6059,Rowa Automatisierungssysteme,"Automation,Machine",65000000.0,,,350,,,,,,,65149500.0
6060,Rouses,Grocery store,500000000.0,,,6500,,,,,,,500000000.0
6061,Allegheny Health Network,Health care,3650000000.0,,,2600,,,,,,,3650000000.0
6062,DnB NORD,Bank,44100000.0,,,3400,,,,,,,44201430.0
6063,People's Bank of Zanzibar,Financial services,82906799921.0,,,501,,,,,,,
6064,Vianex S.A.,Medication,346650000.0,,,1,,,,,,,347447295.0
6065,Roshen,Confectionery,1000000000.0,,,10000,,,,,,,1000000000.0
6066,Ruby Tuesday (restaurant),Restaurant,1126566000.0,,,32100,,,,,,,1126566000.0
6067,Russell Brands,Sports equipment,1438000000.0,,,10000,,,,,,,1438000000.0
6068,Altergaz,Energy industry,1600000000.0,,,200,,,,,,,1603680000.0
6069,Alliant Techsystems,"Aerospace,Arms industry,Sports equipment",4780000000.0,,,16000,,,,,,,4780000000.0
6070,Amalgamated Bank of Chicago,Financial services,21700000.0,,,167,,,,,,,21700000.0
6071,American Home Mortgage,Finance,1026000000.0,,,7409,,,,,,,1026000000.0
6072,Amway,"Beauty,Health,Home care",8400000000.0,,,16000,,,,,,,8400000000.0
6073,Anadarko Petroleum,Petroleum industry,13070000000.0,,,4700,,,,,,,13070000000.0
6074,Alliance Data,Loyalty marketing,4521000000.0,,,8000,,,,,,,4521000000.0
6075,Alticor,Holding company,9200000000.0,,,13000,,,,,,,9200000000.0
6076,Amedei,Chocolate,3344797.0,,,33,,,,,,,3352490.0331
6077,Amira Nature Foods,Agribusiness,64400000.0,,,27,,,,,,,64400000.0
6078,Bentley,Automotive industry,1119.0,,,3600,,,,,,,1121.5737
6079,Andrade Gutierrez,Conglomerate (company),2.308,,,223000,,,,,,,2.308
6080,Anest Iwata,Machine,247100000.0,,,1292,,,,,,,247100000.0
6081,Anicom,Insurance,334623.0,,,287,,,,,,,2276.626614852023
6082,Bekaert,"Chemical industry,Manufacturing",5000000000.0,,,28000,,,,,,,5011500000.0
6083,Changhong Technology,Injection moulding,351328000.0,,,2100,,,,,,,
6084,Chevys Fresh Mex,Types of restaurants,65100000.0,,,3000,,,,,,,65100000.0
6085,Biotie Therapies,Biotechnology,4800000.0,,,38,,,,,,,4811040.0
6086,Chemring Group,Military,393300000.0,,,2286,,,,,,,455185836.51836544
6087,China Nepstar,Pharmacy,2218000000.0,,,14793,,,,,,,
6088,Fukui Railway,"Public transport bus service,Rail transport,Real estate,Taxi",2255000000.0,,,236,,,,,,,15342020.771110509
6089,GEO Group,Security,2477000000.0,,,22000,,,,,,,2477000000.0
6090,Fuji Xerox,Document processing,11.1,,,40646,,,,,,,11.1
6091,Fortescue Metals Group,"Metal,Mining",17620000000.0,,,11000,,,,,,,11418935729.988361
6092,Fujikon,"Original design manufacturer,Original equipment manufacturer",1220000000.0,,,10000,,,,,,,1220000000.0
6093,GE Aviation,Aerospace,30566000000.0,,,48000,,,,,,,30566000000.0
6094,China Netcom,Telecommunications,7844000000.0,,,92788,,,,,,,7844000000.0
6095,Foundation Coal,Mining,1690.0,,,3300,,,,,,,1690.0
6096,GN Store Nord,Electronics,6791.0,,,5075,,,,,,,915.1018808566703
6097,KUKA,Automation,3500000000.0,,,3643,,,,,,,3508050000.0
6098,KUKA,Automation,605500000.0,,,3456,,,,,,,606892650.0
6099,KUKA,Automation,605500000.0,,,3902,,,,,,,606892650.0
6100,KUKA,Automation,850700000.0,,,3675,,,,,,,852656610.0
6101,GRTgaz,Petroleum industry,1956000000.0,,,2959,,,,,,,1960498800.0
6102,Toms Shoes,Footwear,392000000.0,,,500,,,,,,,392000000.0
6103,GTT Communications,Telephone company,1491000000.0,,,3200,,,,,,,1491000000.0
6104,KBC Bank,Financial services,7629000000.0,,,37854,,,,,,,7646546700.0
6105,KPMG,Professional services,32130000000.0,,,236000,,,,,,,32130000000.0
6106,Julphar,Medication,1430000000.0,,,5000,,,,,,,
6107,KGHM Polska Miedź,"Metal,Metallurgy,Mining",3900000000.0,,,33935,,,,,,,3908970000.0
6108,Town Pump,"Casino,Convenience store,Filling station,Hotel",662000000.0,,,1871,,,,,,,662000000.0
6109,Takenaka Corporation,"Architecture,Construction,Engineering",1284.0,,,2506,,,,,,,8.735767037740972
6110,Hotai Motor,"Automotive industry,Financial services,Insurance",7100000000.0,,,540,,,,,,,7100000000.0
6111,Travelport,Travel,2500000000.0,,,3700,,,,,,,2500000000.0
6112,Vedior,Recruitment,7660000000.0,,,14366,,,,,,,7677618000.0
6113,"Toye, Kenning & Spencer","Clothing,Haberdasher,Jewellery,Medal ribbon,Service dress uniform",4230000.0,,,200,,,,,,,4895591.376742146
6114,Transpetro,Petroleum industry,5500000000.0,,,6000,,,,,,,5500000000.0
6115,EllisDon,Construction,3500000000.0,,,2500,,,,,,,3500000000.0
6116,Topps,"Collectable,Confectionery",91600000.0,,,422,,,,,,,91600000.0
6117,Baidu,"Artificial intelligence,Cloud computing,Internet",107070000000.0,,,41000,,,,,,,728456835.4602227
6118,Bailey of Bristol,"Caravan (trailer),Motorhome",144000000.0,,,500,,,,,,,166658429.84654114
6119,Baird (investment bank),Financial services,2330000000.0,,,4500,,,,,,,2330000000.0
6120,BanRegio,Financial services,563000000.0,,,3000,,,,,,,563000000.0
6121,TransUnion,Information technology,2656000000.0,,,8000,,,,,,,2656000000.0
6122,TravelSky,Aviation,940.0,,,4000,,,,,,,940.0
6123,Travelgenio,Travel agency,449000000.0,,,200,,,,,,,450032700.0
6124,Trident Microsystems,Fabless manufacturing,271000000.0,,,565,,,,,,,271000000.0
6125,Orange Belgium,Telecommunications,1235000000.0,,,1712,,,,,,,1237840500.0
6126,Transat A.T.,Tour operator,3500000000.0,,,5000,,,,,,,3500000000.0
6127,Bain & Company,Management consulting,4500000000.0,,,10500,,,,,,,4500000000.0
6128,Banco Credicoop,"Bank,Insurance,Pension fund",416000000.0,,,5000,,,,,,,416000000.0
6129,Banco Cruzeiro do Sul,Finance,251200000.0,,,3666,,,,,,,251200000.0
6130,Banco Hipotecario,Financial services,330000000.0,,,1892,,,,,,,330000000.0
6131,Banco Itaú Chile,Financial services,436600000.0,,,2451,,,,,,,436600000.0
6132,Banco de Brasília,Financial services,832800000.0,,,3280,,,,,,,832800000.0
6133,Bank M,Financial services,8040000.0,,,213,,,,,,,
6134,Bank Mellat,"Bank,Financial services,Insurance",6761000000.0,,,19876,,,,,,,6761000000.0
6135,Bank of Iwate,"Bank,Financial services",427000000.0,,,1492,,,,,,,427000000.0
6136,Bankia,Financial services,3027000000.0,,,13463,,,,,,,3033962100.0
6137,JGC Holdings Corporation,"Construction,Engineering",879900000000.0,,,7554,,,,,,,5986449701.330438
6138,JYP Entertainment,"Entertainment,Retail",128000000.0,,,235,,,,,,,128000000.0
6139,Jaguar Land Rover,Automotive industry,22984000000.0,,,39787,,,,,,,26600537163.839592
6140,Istrabenz,Conglomerate (company),941000000.0,,,4722,,,,,,,941000000.0
6141,JSW Group,Conglomerate (company),12000000000.0,,,55000,,,,,,,12000000000.0
6142,Barnes Group,"Aerospace,Manufacturing",1.1,,,5000,,,,,,,1.1
6143,Basilea Pharmaceutica,Medication,134400000.0,,,225,,,,,,,135836563.47685793
6144,Beam Suntory,Alcohol industry,3100000000.0,,,4800,,,,,,,3100000000.0
6145,JDSU,Telecommunications equipment,1709000000.0,,,5100,,,,,,,1709000000.0
6146,Shell plc,Energy industry,261500000000.0,,,86000,,,,,,,261500000000.0
6147,Shoppers Food & Pharmacy,"Grocery store,Retail",5800000.0,,,300,,,,,,,5800000.0
6148,Siebel Systems,"Programming language,Software",1340000000.0,,,5036,,,,,,,1340000000.0
6149,The North Alliance,"Advertising,Brand,Communication,Design,Marketing,Technology",985000000.0,,,850,,,,,,,95472835.7573882
6150,The Wendy's Company,Foodservice,1400000000.0,,,14000,,,,,,,1400000000.0
6151,Sherritt International,"Mining,Natural gas,Petroleum",497000000.0,,,3255,,,,,,,367145563.0896226
6152,Shimadzu,Scientific instrument,385400000000.0,,,13182,,,,,,,2622090822.698887
6153,Shumerlya Special Vehicles Plant,Arms industry,2.0,,,1400,,,,,,,0.01904761904761905
6154,Covanta,"Renewable energy,Waste management",1868.0,,,4000,,,,,,,1868.0
6155,Shoei,Motorcycle helmet,14244.0,,,457,,,,,,,96.9098642411078
6156,Sika AG,Chemical substance,8100000000.0,,,25000,,,,,,,8186578602.3999195
6157,The Stars Group,Online gambling,2000000000.0,,,4500,,,,,,,2000000000.0
6158,FedEx Express,Airline,100570000000.0,,,275000,,,,,,,100570000000.0
6159,Acision,Mobile telephony,500000000.0,,,1100,,,,,,,500000000.0
6160,Exim Bank (Djibouti),Financial services,2000000.0,,,70,,,,,,,
6161,Fendi,Luxury goods,1170000000.0,,,3000,,,,,,,1172691000.0
6162,Refinitiv,Financial technology,6.1,,,18500,,,,,,,6.1
6163,Swissqual,Telecommunications,40000000.0,,,100,,,,,,,40427548.65382676
6164,Maroc Telecom,Telecommunications,3.0,,,10609,,,,,,,3.0
6165,Maserati,Automotive industry,1603000000.0,,,1100,,,,,,,1606686900.0
6166,Maspex,Food industry,1700000000.0,,,9200,,,,,,,1700000000.0
6167,Destination XL Group,Retail,467510000.0,,,3092,,,,,,,467510000.0
6168,Jidong Cement,Cement,2360000000.0,,,9000,,,,,,,2360000000.0
6169,Qimonda,Semiconductor,1790000000.0,,,13500,,,,,,,1794117000.0
6170,Aero Controls,Aerospace engineering,50.0,,,250,,,,,,,50.0
6171,Hoss's Steak and Sea House,Restaurant,300000000.0,,,2600,,,,,,,300000000.0
6172,Frontier California,Telecommunications,8600000000.0,,,21200,,,,,,,8600000000.0
6173,Iofina,Iodine,24000000.0,,,82,,,,,,,24000000.0
