ft_id,db_id,LevScore,ft,dbpedia,label
ft_id_1730,dbpedia_4417,0.1428571428571429,var energi asa,michel cluizel,False
ft_id_94,dbpedia_52,0.1428571428571429,chubb,poundland,False
ft_id_1740,dbpedia_177,0.1428571428571429,beigene,logista,False
ft_id_562,dbpedia_3546,0.1428571428571429,advanced micro devices,tennet,False
ft_id_551,dbpedia_2528,0.1428571428571429,te connectivity,kaslink foods,False
ft_id_375,dbpedia_6467,0.1428571428571429,adobe,klépierre,False
ft_id_1915,dbpedia_6780,0.1428571428571429,cencosud,masimo,False
ft_id_439,dbpedia_3614,0.13793103448275867,principal financial group,wika,False
ft_id_58,dbpedia_3227,0.13793103448275867,mitsubishi ufj financial,emcor,False
ft_id_797,dbpedia_5266,0.1333333333333333,whirlpool,neogen,False
ft_id_1194,dbpedia_5419,0.1333333333333333,suning.com,yahoo (2017–present),False
ft_id_1471,dbpedia_1120,0.12903225806451613,indusind bank,exela technologies,False
ft_id_1401,dbpedia_2465,0.12903225806451613,packaging corp of america,smarsh,False
ft_id_606,dbpedia_4439,0.125,hikvision,talbots,False
ft_id_871,dbpedia_2281,0.125,assa abloy,komori,False
ft_id_46,dbpedia_6177,0.125,rbc,hypera pharma,False
ft_id_5,dbpedia_2097,0.125,amazon,hellofresh,False
ft_id_1164,dbpedia_4693,0.125,falabella,cma cgm,False
ft_id_838,dbpedia_4611,0.11764705882352944,tdk,german pellets,False
ft_id_1482,dbpedia_200,0.11764705882352944,lotte shopping,rai,False
ft_id_775,dbpedia_6720,0.11428571428571432,gallagher,kmw+nexter defense systems,False
ft_id_1574,dbpedia_3214,0.11111111111111116,hna technology,mowi,False
ft_id_1840,dbpedia_3455,0.11111111111111116,ricoh,flygprestanda,False
ft_id_109,dbpedia_1238,0.11111111111111116,enel,gyoza no ohsho,False
ft_id_995,dbpedia_4576,0.11111111111111116,aercap holdings,uhu,False
ft_id_1042,dbpedia_2637,0.11111111111111116,alcon,purdue pharma,False
ft_id_1793,dbpedia_3701,0.11111111111111116,ford otosan,chattem,False
ft_id_1354,dbpedia_2071,0.11111111111111116,swatch group,edenor,False
ft_id_689,dbpedia_2121,0.10526315789473684,legend holding,gasum,False
ft_id_1256,dbpedia_5330,0.10526315789473684,metro,united devices,False
ft_id_377,dbpedia_844,0.09999999999999998,state street,lundbeck,False
ft_id_1357,dbpedia_1045,0.09999999999999998,tokyo century,biovail,False
ft_id_931,dbpedia_5196,0.09999999999999998,snam,el paso electric,False
ft_id_1928,dbpedia_616,0.09999999999999998,costar group,invensys,False
ft_id_1077,dbpedia_4870,0.09523809523809523,rosseti,itaú corpbanca,False
ft_id_1008,dbpedia_6107,0.09523809523809523,ebay,kghm polska miedź,False
ft_id_1228,dbpedia_859,0.09523809523809523,zimmer biomet,podravka,False
ft_id_110,dbpedia_2678,0.09523809523809523,eni,kongsberg spacetec,False
ft_id_1284,dbpedia_6088,0.09090909090909094,hydro one,fukui railway,False
ft_id_1012,dbpedia_5236,0.09090909090909094,china jinmao,sweetgreen,False
ft_id_688,dbpedia_5100,0.09090909090909094,ppg ,attock oil company,False
ft_id_1993,dbpedia_635,0.09090909090909094,wingtech technology,kfw,False
ft_id_605,dbpedia_3884,0.08695652173913049,enbw-energie baden,quikr,False
ft_id_973,dbpedia_1355,0.08695652173913049,molson coors brewing,b&q,False
ft_id_578,dbpedia_538,0.08333333333333337,byd,oki electric industry,False
ft_id_511,dbpedia_219,0.07999999999999996,vtb bank,yokogawa electric,False
ft_id_564,dbpedia_2160,0.07999999999999996,muyuan foodstuff,spire inc,False
ft_id_1957,dbpedia_3394,0.07692307692307687,far eastern new century,gfk,False
ft_id_133,dbpedia_4025,0.07407407407407407,cnooc,sprouts farmers market,False
ft_id_1401,dbpedia_3486,0.0714285714285714,packaging corp of america,okd,False
ft_id_500,dbpedia_782,0.0714285714285714,aviva,descartes systems group,False
ft_id_119,dbpedia_822,0.0714285714285714,thermo fisher scientific,blom,False
ft_id_399,dbpedia_2226,0.06451612903225812,jbs,brunello cucinelli (company),False
ft_id_1538,dbpedia_3866,0.0,b3,dniproenergo,False
ft_id_691,dbpedia_1117,0.0,sinopharm group,fedex,False
ft_id_483,dbpedia_5937,0.0,ntpc,remo,False
ft_id_1875,dbpedia_4798,0.0,kinnevik,amstrad,False
ft_id_1053,dbpedia_3931,0.0,verbund,agility logistics,False
ft_id_1380,dbpedia_1623,0.0,vakifbank,cogeco,False
ft_id_248,dbpedia_6619,0.0,humana,corecivic,False
ft_id_1229,dbpedia_5490,0.0,alcoa,kpn,False
ft_id_1621,dbpedia_942,0.0,snap,brembo,False
ft_id_484,dbpedia_4675,0.0,maybank,veeco,False
ft_id_780,dbpedia_1945,0.0,kla,perrigo,False
ft_id_258,dbpedia_1693,0.0,hp,allied telesis,False
ft_id_1934,dbpedia_6209,0.0,genmab,kworld,False
ft_id_1624,dbpedia_4634,0.0,k+s,redrow plc,False
