db_id,sevM_id,LevScore,db,sevMil,label
dbpedia_4016,7.1m_1856,0.12903225806451613,rabobank,university of sheffield,False
dbpedia_5491,7.1m_777,0.12903225806451613,ktm,clark county school district,False
dbpedia_4010,7.1m_92,0.12903225806451613,ranhill utilities berhad,verizon,False
dbpedia_5872,7.1m_439,0.12903225806451613,trust bank limited (gambia),sony,False
dbpedia_5804,7.1m_154,0.12903225806451613,hoffman construction company,rbc,False
dbpedia_4046,7.1m_1374,0.125,ziggo,xcel energy,False
dbpedia_1301,7.1m_1378,0.125,perdigão s.a.,nav,False
dbpedia_1995,7.1m_400,0.125,askøy energi,bell,False
dbpedia_651,7.1m_1932,0.125,tc energy,globant,False
dbpedia_319,7.1m_271,0.125,collins foods,hca,False
dbpedia_1558,7.1m_837,0.125,arcturus therapeutics,booking.com,False
dbpedia_3970,7.1m_1055,0.125,ervia,tim hortons,False
dbpedia_4184,7.1m_1822,0.125,the9,garanti bank,False
dbpedia_4836,7.1m_969,0.12121212121212122,tolko,the university of manchester,False
dbpedia_5763,7.1m_52,0.11764705882352944,dollar general,gsk,False
dbpedia_6364,7.1m_566,0.11764705882352944,azomureș,rio tinto,False
dbpedia_1714,7.1m_928,0.11764705882352944,gea group,mindtree,False
dbpedia_6296,7.1m_1174,0.11764705882352944,tf1 group,assurant,False
dbpedia_4313,7.1m_1035,0.11764705882352944,mailchimp,autodesk,False
dbpedia_4940,7.1m_108,0.11764705882352944,robert half,macy's,False
dbpedia_58,7.1m_354,0.11764705882352944,du (company),sabic,False
dbpedia_6841,7.1m_930,0.11111111111111116,orix,dignity health,False
dbpedia_1245,7.1m_855,0.11111111111111116,hp inc.,robert half,False
dbpedia_212,7.1m_788,0.11111111111111116,red lobster,paychex,False
dbpedia_3494,7.1m_266,0.11111111111111116,brown–forman,adidas,False
dbpedia_3838,7.1m_25,0.11111111111111116,welltower,capgemini,False
dbpedia_6574,7.1m_1170,0.11111111111111116,valaris plc,ferrero,False
dbpedia_1692,7.1m_967,0.11111111111111116,"allergan, inc.",coty,False
dbpedia_1302,7.1m_1251,0.10526315789473684,td securities,my own,False
dbpedia_464,7.1m_662,0.10526315789473684,bank al habib,everis,False
dbpedia_1785,7.1m_1158,0.10526315789473684,fti consulting,sykes,False
dbpedia_5692,7.1m_1950,0.10526315789473684,totvs,san diego unified school district,False
dbpedia_305,7.1m_1103,0.10526315789473684,cbb bank,cea - commissariat à l'énergie atomique et aux énergies alternatives,False
dbpedia_6623,7.1m_186,0.10526315789473684,crédit mutuel,jacobs,False
dbpedia_5347,7.1m_1047,0.10526315789473684,csav,marriott hotels,False
dbpedia_4654,7.1m_1431,0.09999999999999998,arby's,dupont pioneer,False
dbpedia_6559,7.1m_788,0.09999999999999998,flughafen berlin brandenburg gmbh,paychex,False
dbpedia_511,7.1m_448,0.09999999999999998,rhenus (company),wood,False
dbpedia_4474,7.1m_271,0.09523809523809523,west fraser timber,hca,False
dbpedia_1338,7.1m_58,0.09523809523809523,endo international,abb,False
dbpedia_1729,7.1m_508,0.09523809523809523,kakao m,conocophillips,False
dbpedia_4047,7.1m_671,0.09090909090909094,zumiez,northwell health,False
dbpedia_6455,7.1m_720,0.08333333333333337,trustford,bank in nigeria,False
dbpedia_5912,7.1m_1355,0.07999999999999996,nio (car company),tu delft,False
dbpedia_3809,7.1m_1769,0.07999999999999996,telekom romania mobile,igt,False
dbpedia_361,7.1m_1163,0.07999999999999996,lamy,king's college london,False
dbpedia_5473,7.1m_579,0.07692307692307687,chipotle mexican grill,nasa,False
dbpedia_4303,7.1m_202,0.07407407407407407,velvet ice cream company,aig,False
dbpedia_6839,7.1m_1074,0.07407407407407407,hymer,level 3 communications,False
dbpedia_985,7.1m_191,0.05405405405405406,curtiss aeroplane and motor company,hp,False
dbpedia_1235,7.1m_915,0.052631578947368474,tractors and farm equipment limited,heb,False
dbpedia_2987,7.1m_767,0.0,biontech,usda,False
dbpedia_3564,7.1m_74,0.0,wind (italy),ge,False
dbpedia_5963,7.1m_73,0.0,news corp,td,False
dbpedia_3744,7.1m_815,0.0,iasis healthcare,uwv,False
dbpedia_5140,7.1m_171,0.0,sfr,anz,False
dbpedia_1765,7.1m_169,0.0,serneke,bt,False
dbpedia_4966,7.1m_76,0.0,optiv,ubs,False
dbpedia_1059,7.1m_443,0.0,frost & sullivan,bd,False
dbpedia_3778,7.1m_1327,0.0,mazars,opentext,False
dbpedia_5698,7.1m_694,0.0,tcf financial corporation,msd,False
dbpedia_3631,7.1m_354,0.0,jeol,sabic,False
dbpedia_3481,7.1m_220,0.0,iwbank,edf,False
dbpedia_4706,7.1m_1536,0.0,cerner,ghd,False
dbpedia_6076,7.1m_45,0.0,amedei,ups,False
dbpedia_1150,7.1m_48,0.0,m7 group,nestlé,False
