ft_id,sevM_id,LevScore,ft,sevMil,label
ft_id_881,7.1m_561,0.05714285714285716,public service enterprise group,asda,False
ft_id_1018,7.1m_51,0.04761904761904767,shaanxi construction engineering group,dell,False
ft_id_869,7.1m_977,0.0,ameren,jbs,False
ft_id_775,7.1m_11,0.0,gallagher,pwc,False
ft_id_1305,7.1m_952,0.0,ppl,"ross stores, inc.",False
ft_id_519,7.1m_265,0.0,orsted,cibc,False
ft_id_1486,7.1m_210,0.0,thai beverage,sncf,False
ft_id_1937,7.1m_914,0.0,gap,duke university,False
ft_id_1533,7.1m_160,0.0,keppel,saudi aramco,False
ft_id_686,7.1m_355,0.0,iqvia,bsnl,False
ft_id_1742,7.1m_791,0.0,exor,gap inc.,False
ft_id_282,7.1m_383,0.0,kia,bb&t,False
ft_id_675,7.1m_692,0.0,pg&e,british army,False
ft_id_955,7.1m_229,0.0,tractor supply,fedex,False
ft_id_231,7.1m_1630,0.0,ptt ,asurion,False
ft_id_503,7.1m_443,0.0,intuit,bd,False
ft_id_716,7.1m_809,0.0,george weston,aphp,False
ft_id_97,7.1m_285,0.0,ibm,faa,False
ft_id_1693,7.1m_353,0.0,pbf energy,lic,False
ft_id_1261,7.1m_4,0.0,akbank,ey,False
ft_id_1380,7.1m_617,0.0,vakifbank,upmc,False
ft_id_1700,7.1m_639,0.0,77 bank,zte,False
ft_id_1193,7.1m_134,0.0,bbmg,xerox,False
ft_id_225,7.1m_285,0.0,schneider electric,faa,False
ft_id_1951,7.1m_405,0.0,yamada denki,bbc,False
ft_id_1073,7.1m_800,0.0,flex,urs corporation,False
ft_id_586,7.1m_1000,0.0,vivendi,ramboll,False
ft_id_743,7.1m_321,0.0,dsm,free lance,False
ft_id_929,7.1m_1029,0.0,vf,e.on,False
