"","name","domain","year founded","industry","size range","locality","country","linkedin url","current employee estimate","total employee estimate"
"1497651","sncf","sncf.com","1938.0","transportation/trucking/railroad","10001+","saint-denis-de-palin, centre, france","france","linkedin.com/company/sncf","21359","42784"
"317196","social security administration","socialsecurity.gov","1935.0","government administration","10001+","baltimore, maryland, united states","united states","linkedin.com/company/ssa","21150","28143"
"2276538","bright futures, a college and career management company","","","mental health care","10001+","","","linkedin.com/company/bright-futures-a-college-and-career-management-company","21041","21225"
"5300977","costco wholesale","costco.com","1983.0","retail","10001+","issaquah, washington, united states","united states","linkedin.com/company/costco-wholesale","21030","39071"
"3499466","thales","thalesgroup.com","2015.0","defense & space","10001+","alexandria, virginia, united states","united states","linkedin.com/company/thales","20983","54041"
"185483","convergys","convergys.com","1998.0","outsourcing/offshoring","10001+","cincinnati, ohio, united states","united states","linkedin.com/company/convergys","20979","74278"
"3316833","ministry of education","mogaisrael.com","","design","10001+","","","linkedin.com/company/ministry-of-education","20964","24627"
"2679224","tesco plc","tescoplc.com","1919.0","retail","10001+","hertfordshire, hertfordshire, united kingdom","united kingdom","linkedin.com/company/-tesco","20960","58143"
"1462752","iqvia","iqvia.com","2016.0","hospital & health care","10001+","danbury, connecticut, united states","united states","linkedin.com/company/iqvia","20957","44812"
"5717884","salesforce","salesforce.com","1999.0","internet","10001+","san francisco, california, united states","united states","linkedin.com/company/salesforce","20885","32361"
"5729452","edf","edf.fr","1946.0","oil & energy","10001+","france, aquitaine, france","france","linkedin.com/company/edf","20848","42588"
"6051027","prefeitura municipal","raffanti.net","","information technology and services","10001+","","","linkedin.com/company/prefeitura-municipal","20779","23540"
"7052551","the dow chemical company","dow.com","1897.0","chemicals","10001+","midland, michigan, united states","united states","linkedin.com/company/dow-chemical","20706","45769"
"2006184","forza silicon","vandjassociates.com","","human resources","10001+","","","linkedin.com/company/._31","20596","22725"
"3540617","hilton worldwide","stayhgi.com","1919.0","hospitality","10001+","mclean, virginia, united states","united states","linkedin.com/company/hilton","20578","56818"
"6865435","los angeles unified school district","lausd.net","1853.0","education management","10001+","los angeles, california, united states","united states","linkedin.com/company/los-angeles-unified-school-district","20404","30115"
"6809285","army national guard","nationalguard.com","","military","10001+","arlington, virginia, united states","united states","linkedin.com/company/army-national-guard","20390","42468"
"6432614","nordstrom","nordstrom.com","1901.0","retail","10001+","seattle, washington, united states","united states","linkedin.com/company/nordstrom","20376","81777"
"2277413","lifespan","lifespan.org","1994.0","hospital & health care","10001+","providence, rhode island, united states","united states","linkedin.com/company/lifespan","20341","23426"
"5306595","fedex","","1973.0","package/freight delivery","10001+","memphis, tennessee, united states","united states","linkedin.com/company/fedex","20317","40732"
"5211566","edward jones","edwardjones.com","1922.0","financial services","10001+","st. louis, missouri, united states","united states","linkedin.com/company/edward-jones","20238","37140"
"3859593","particular","demelon.net","","computer software","10001+","","","linkedin.com/company/particular_5","20231","22904"
"1415193","travelers","travelers.com","1853.0","insurance","10001+","new york, new york, united states","united states","linkedin.com/company/travelers","20065","39698"
"2143040","fresher","student.org.il","","education management","10001+","","","linkedin.com/company/student_3","20056","22438"
"2204081","boehringer ingelheim","boehringer-ingelheim.com","1885.0","pharmaceuticals","10001+","ingelheim, rheinland-pfalz, germany","germany","linkedin.com/company/boehringer-ingelheim","19989","46209"
"5188772","state street","statestreet.com","","financial services","10001+","boston, massachusetts, united states","united states","linkedin.com/company/state-street","19917","54320"
"894606","private","lesliestreet.cz","2010.0","professional training & coaching","10001+","prague, praha, czechia","czechia","linkedin.com/company/private_22","19894","21432"
"2996889","the walt disney company","disneycareers.com","1923.0","entertainment","10001+","burbank, california, united states","united states","linkedin.com/company/the-walt-disney-company","19839","64345"
"7135557","nielsen","nielsen.com","","information services","10001+","new york, new york, united states","united states","linkedin.com/company/nielsen","19719","57059"
"7100143","emirates","emirates.com","1985.0","airlines/aviation","10001+","dubai, dubai, united arab emirates","united arab emirates","linkedin.com/company/emirates","19657","33168"
"6838408","lg electronics","lg.com","1947.0","consumer electronics","10001+","seoul, seoul-t'ukpyolsi, south korea","south korea","linkedin.com/company/lg-electronics","19552","47846"
"4200508","bombardier","bombardier.com","1967.0","aviation & aerospace","10001+","montréal, quebec, canada","canada","linkedin.com/company/bombardier","19515","48465"
"1562302","herbalife","herbalife.com","1980.0","health, wellness and fitness","10001+","los angeles, california, united states","united states","linkedin.com/company/herbalife","19473","27470"
"2525857","northwestern mutual","northwesternmutual.com","1857.0","financial services","10001+","milwaukee, wisconsin, united states","united states","linkedin.com/company/northwestern-mutual","19406","57402"
"3183960","valeo","valeo.com","1923.0","automotive","10001+","paris, île-de-france, france","france","linkedin.com/company/valeo","19383","48834"
"2046863","eaton","eaton.com","1911.0","electrical/electronic manufacturing","10001+","cleveland, ohio, united states","united states","linkedin.com/company/eaton","19358","48225"
"3404418","aflac","aflac.com","1955.0","insurance","10001+","columbus, georgia, united states","united states","linkedin.com/company/aflac","19357","37516"
"3065805","united nations","un.org","1945.0","international affairs","10001+","new york, new york, united states","united states","linkedin.com/company/united-nations","19263","53077"
"2211827","flextronics","flex.com","","electrical/electronic manufacturing","10001+","","singapore","linkedin.com/company/flexintl","19039","46941"
"1757223","standard bank group","standardbank.com","1862.0","financial services","10001+","johannesburg, gauteng, south africa","south africa","linkedin.com/company/standard-bank-group","18967","37478"
"6604299","subway","subway.com","1965.0","restaurants","10001+","","","linkedin.com/company/subway","18960","60191"
"1165351","mayo clinic","mayoclinic.org","","hospital & health care","10001+","rochester, minnesota, united states","united states","linkedin.com/company/mayo-clinic","18846","31647"
"703734","booz allen hamilton","boozallen.com","1914.0","management consulting","10001+","mclean, virginia, united states","united states","linkedin.com/company/booz-allen-hamilton","18838","48211"
"5003828","allianz","allianz.com","1890.0","financial services","10001+","munich, bavaria, germany","germany","linkedin.com/company/allianz","18824","40564"
"4910792","telstra","telstra.com","1901.0","telecommunications","10001+","","australia","linkedin.com/company/telstra","18773","49199"
"6348526","qualcomm","qualcomm.com","1985.0","wireless","10001+","san diego, california, united states","united states","linkedin.com/company/qualcomm","18614","36464"
"3135963","john deere","johndeere.com","1837.0","machinery","10001+","moline, illinois, united states","united states","linkedin.com/company/john-deere","18546","34780"
"4265345","aetna","aetna.com","1853.0","insurance","10001+","hartford, connecticut, united states","united states","linkedin.com/company/aetna","18519","39194"
"7046063","enterprise rent-a-car","enterprise.com","1957.0","automotive","10001+","hillsborough, new hampshire, united states","united states","linkedin.com/company/enterprise-rent-a-car","18509","83709"
"4322431","bristol-myers squibb","bms.com","1887.0","pharmaceuticals","10001+","new york, new york, united states","united states","linkedin.com/company/bristol-myers-squibb","18504","57029"
